engine_id,cycle,op_setting_1,op_setting_2,op_setting_3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21
18,11,-0.001,-0.0004,100.0,518.67,641.7,1579.91,1396.98,14.62,21.61,554.56,2387.96,9066.88,1.3,47.11,522.17,2388.01,8148.8,8.4041,0.03,392,2388,100.0,39.01,23.3784
18,12,0.0025,0.0005,100.0,518.67,642.07,1585.34,1397.62,14.62,21.61,554.18,2387.99,9063.12,1.3,47.09,522.06,2388.03,8150.14,8.4072,0.03,392,2388,100.0,39.2,23.3261
18,13,0.0025,0.0005,100.0,518.67,642.06,1574.08,1399.29,14.62,21.61,554.69,2388.02,9066.98,1.3,47.16,522.57,2388.03,8150.27,8.3716,0.03,391,2388,100.0,39.22,23.5042
18,14,0.0019,0.0002,100.0,518.67,642.13,1588.09,1397.03,14.62,21.61,553.81,2387.98,9062.9,1.3,47.34,521.73,2388.03,8146.99,8.399,0.03,392,2388,100.0,39.0,23.3668
18,15,-0.001,0.0004,100.0,518.67,641.79,1581.26,1400.05,14.62,21.61,554.18,2388.01,9063.15,1.3,47.12,522.77,2388.04,8147.76,8.4119,0.03,393,2388,100.0,38.99,23.3762
18,16,-0.001,-0.0003,100.0,518.67,642.15,1587.52,1398.55,14.62,21.61,554.35,2388.03,9073.89,1.3,47.22,522.32,2387.92,8144.25,8.4154,0.03,391,2388,100.0,39.06,23.3766
18,17,-0.0008,-0.0001,100.0,518.67,642.49,1590.23,1398.77,14.62,21.61,553.91,2387.93,9061.88,1.3,47.15,522.22,2388.06,8149.03,8.4229,0.03,393,2388,100.0,38.95,23.3045
18,18,0.0024,0.0004,100.0,518.67,642.46,1589.65,1398.76,14.62,21.61,554.26,2387.96,9067.0,1.3,47.22,521.99,2388.05,8148.86,8.4009,0.03,390,2388,100.0,39.11,23.3997
18,19,0.0011,-0.0,100.0,518.67,642.3,1582.63,1397.6,14.62,21.61,554.1,2387.95,9060.38,1.3,47.33,522.2,2388.02,8150.3,8.4124,0.03,391,2388,100.0,39.17,23.395
18,20,-0.0015,0.0001,100.0,518.67,642.28,1586.67,1404.41,14.62,21.61,554.93,2387.97,9067.33,1.3,47.4,522.39,2388.01,8144.85,8.4087,0.03,392,2388,100.0,38.95,23.3442
18,21,0.0035,0.0001,100.0,518.67,642.41,1587.14,1400.71,14.62,21.61,553.88,2388.0,9069.9,1.3,47.38,521.84,2388.03,8147.76,8.4039,0.03,391,2388,100.0,38.92,23.4253
18,22,-0.0031,-0.0002,100.0,518.67,642.2,1581.03,1398.67,14.62,21.61,554.69,2387.97,9063.1,1.3,47.26,521.94,2387.98,8150.71,8.4132,0.03,392,2388,100.0,39.14,23.3711
18,23,-0.0009,-0.0,100.0,518.67,642.39,1589.86,1394.94,14.62,21.61,554.35,2388.07,9065.3,1.3,47.32,521.95,2387.94,8142.82,8.3811,0.03,391,2388,100.0,39.06,23.5052
18,24,0.0044,0.0003,100.0,518.67,642.02,1588.03,1398.53,14.62,21.61,554.54,2388.0,9064.55,1.3,47.12,522.39,2388.04,8141.81,8.4176,0.03,393,2388,100.0,39.04,23.374
18,25,-0.0031,-0.0003,100.0,518.67,642.57,1584.97,1403.57,14.62,21.61,555.02,2387.99,9069.51,1.3,47.07,522.05,2388.05,8154.04,8.4065,0.03,392,2388,100.0,39.11,23.3318
18,26,0.0014,-0.0002,100.0,518.67,642.3,1587.59,1396.92,14.62,21.61,554.05,2388.01,9067.61,1.3,47.17,522.07,2387.94,8143.29,8.3739,0.03,392,2388,100.0,39.09,23.3746
18,27,0.0001,-0.0004,100.0,518.67,642.47,1580.86,1402.83,14.62,21.61,554.07,2387.91,9069.7,1.3,47.18,522.28,2387.96,8143.25,8.4333,0.03,391,2388,100.0,39.05,23.3796
18,28,-0.0048,-0.0004,100.0,518.67,641.97,1584.02,1399.7,14.62,21.61,555.81,2388.03,9068.45,1.3,47.27,522.56,2388.01,8147.06,8.4123,0.03,391,2388,100.0,38.95,23.3691
18,29,-0.0003,0.0001,100.0,518.67,642.13,1581.64,1396.24,14.62,21.6,554.5,2388.01,9067.86,1.3,47.18,522.13,2388.01,8152.45,8.4234,0.03,390,2388,100.0,39.09,23.5158
18,30,-0.0002,0.0002,100.0,518.67,642.49,1579.42,1403.77,14.62,21.61,553.96,2388.04,9070.55,1.3,47.15,522.53,2388.03,8150.62,8.3977,0.03,392,2388,100.0,38.77,23.411
18,31,-0.0009,-0.0,100.0,518.67,642.68,1591.67,1392.27,14.62,21.61,554.45,2388.08,9058.99,1.3,47.34,522.54,2388.04,8148.48,8.4386,0.03,392,2388,100.0,39.04,23.3121
18,32,0.0024,-0.0004,100.0,518.67,641.88,1584.51,1393.84,14.62,21.61,554.19,2388.03,9070.43,1.3,47.48,522.0,2388.04,8148.96,8.3887,0.03,391,2388,100.0,39.19,23.5198
18,33,0.0016,0.0004,100.0,518.67,641.88,1578.03,1398.63,14.62,21.61,554.47,2388.04,9062.33,1.3,47.28,521.96,2388.02,8146.74,8.3727,0.03,394,2388,100.0,38.94,23.4055
18,34,0.001,0.0001,100.0,518.67,641.96,1591.52,1395.26,14.62,21.61,554.29,2387.99,9060.28,1.3,47.16,522.52,2388.03,8150.77,8.4357,0.03,392,2388,100.0,38.9,23.3677
18,35,0.0014,0.0005,100.0,518.67,642.38,1578.88,1400.35,14.62,21.61,554.41,2388.04,9068.36,1.3,47.3,522.11,2388.01,8149.98,8.4128,0.03,394,2388,100.0,38.91,23.3101
18,36,0.0003,-0.0003,100.0,518.67,642.2,1583.05,1403.78,14.62,21.61,554.61,2388.0,9069.23,1.3,47.13,522.2,2388.02,8148.98,8.4285,0.03,392,2388,100.0,38.97,23.4196
18,37,0.0016,-0.0003,100.0,518.67,641.84,1583.19,1399.54,14.62,21.61,554.51,2387.99,9072.41,1.3,47.3,521.67,2387.97,8150.58,8.4346,0.03,394,2388,100.0,38.98,23.4197
18,38,0.0005,-0.0003,100.0,518.67,642.52,1583.98,1400.37,14.62,21.61,554.52,2388.01,9062.14,1.3,47.28,522.28,2388.06,8147.37,8.4223,0.03,393,2388,100.0,39.05,23.446
18,39,-0.0027,-0.0001,100.0,518.67,642.26,1582.15,1393.97,14.62,21.61,553.66,2388.01,9069.3,1.3,47.41,521.99,2388.05,8148.24,8.3944,0.03,392,2388,100.0,39.08,23.3077
18,40,-0.0013,-0.0001,100.0,518.67,642.03,1581.69,1410.35,14.62,21.61,554.38,2387.97,9059.72,1.3,47.26,522.78,2387.97,8151.55,8.4029,0.03,390,2388,100.0,38.9,23.3376
18,41,0.0007,0.0005,100.0,518.67,642.17,1583.77,1407.67,14.62,21.61,554.36,2388.01,9069.2,1.3,47.11,522.13,2388.05,8149.34,8.4343,0.03,392,2388,100.0,39.04,23.3171
18,42,0.0047,0.0002,100.0,518.67,642.26,1595.4,1398.32,14.62,21.61,554.38,2388.04,9067.79,1.3,47.3,521.41,2388.03,8151.02,8.4739,0.03,392,2388,100.0,39.11,23.3418
18,43,0.0005,0.0003,100.0,518.67,642.45,1590.44,1393.57,14.62,21.61,554.19,2388.02,9068.69,1.3,47.34,522.33,2388.01,8147.73,8.4092,0.03,391,2388,100.0,39.11,23.4201
18,44,-0.002,0.0005,100.0,518.67,642.24,1585.19,1399.8,14.62,21.61,554.71,2388.01,9065.81,1.3,47.3,522.68,2388.03,8146.22,8.4485,0.03,392,2388,100.0,38.99,23.5409
18,45,-0.0012,0.0005,100.0,518.67,641.95,1585.09,1400.81,14.62,21.61,554.66,2388.02,9063.06,1.3,47.27,522.25,2388.09,8145.68,8.3787,0.03,392,2388,100.0,39.0,23.3538
18,46,-0.0011,0.0001,100.0,518.67,642.35,1579.22,1402.4,14.62,21.61,554.24,2388.03,9065.4,1.3,47.35,521.94,2387.97,8147.44,8.3944,0.03,392,2388,100.0,38.87,23.4336
18,47,-0.004,-0.0001,100.0,518.67,641.53,1582.63,1395.86,14.62,21.61,554.3,2388.0,9059.28,1.3,47.13,522.17,2388.04,8145.18,8.4175,0.03,393,2388,100.0,38.9,23.4104
18,48,-0.0015,0.0002,100.0,518.67,642.03,1583.99,1392.61,14.62,21.61,553.88,2387.99,9063.66,1.3,47.35,522.83,2388.01,8148.46,8.4315,0.03,394,2388,100.0,39.01,23.3557
18,49,-0.0011,0.0003,100.0,518.67,642.49,1583.63,1405.08,14.62,21.61,553.93,2388.04,9069.46,1.3,47.09,521.95,2388.0,8146.95,8.3706,0.03,391,2388,100.0,38.89,23.3401
18,50,0.0003,0.0004,100.0,518.67,641.99,1591.78,1402.52,14.62,21.61,554.4,2388.04,9062.47,1.3,47.37,522.36,2388.03,8150.48,8.4071,0.03,391,2388,100.0,38.88,23.3568
18,51,-0.0022,0.0001,100.0,518.67,642.03,1583.99,1408.2,14.62,21.61,554.46,2387.96,9061.96,1.3,47.36,522.13,2388.02,8149.31,8.4182,0.03,392,2388,100.0,38.93,23.2808
18,52,0.0032,0.0003,100.0,518.67,642.02,1581.09,1400.14,14.62,21.61,554.23,2387.99,9066.89,1.3,47.38,521.9,2387.95,8145.65,8.4046,0.03,392,2388,100.0,38.93,23.4368
18,53,0.0041,0.0003,100.0,518.67,642.1,1589.78,1396.19,14.62,21.61,553.68,2387.99,9072.05,1.3,47.26,522.02,2388.01,8146.17,8.391,0.03,392,2388,100.0,39.13,23.415
18,54,-0.0019,0.0,100.0,518.67,642.37,1582.4,1396.04,14.62,21.61,554.35,2388.02,9061.72,1.3,47.15,522.21,2388.04,8147.56,8.4325,0.03,392,2388,100.0,39.03,23.3571
18,55,-0.0017,0.0002,100.0,518.67,642.07,1591.89,1401.1,14.62,21.61,555.05,2388.0,9059.25,1.3,47.25,522.2,2388.01,8149.84,8.3735,0.03,391,2388,100.0,38.95,23.3761
18,56,0.0007,-0.0001,100.0,518.67,641.92,1590.63,1400.43,14.62,21.61,554.18,2388.02,9064.65,1.3,47.32,521.96,2388.01,8151.5,8.4284,0.03,392,2388,100.0,38.85,23.3746
18,57,-0.0038,-0.0002,100.0,518.67,642.33,1582.41,1399.53,14.62,21.61,554.88,2388.02,9070.55,1.3,47.18,522.36,2388.02,8142.38,8.4117,0.03,393,2388,100.0,39.04,23.3469
18,58,-0.0035,-0.0001,100.0,518.67,642.13,1581.61,1399.52,14.62,21.61,554.7,2387.97,9062.9,1.3,47.57,521.87,2388.04,8143.89,8.4012,0.03,392,2388,100.0,38.8,23.4564
18,59,0.0016,-0.0003,100.0,518.67,642.55,1584.65,1402.51,14.62,21.61,554.42,2388.0,9060.17,1.3,47.36,521.67,2388.02,8146.52,8.4482,0.03,393,2388,100.0,39.07,23.3529
18,60,0.0021,0.0003,100.0,518.67,642.44,1588.3,1401.96,14.62,21.61,554.26,2388.03,9065.26,1.3,47.18,522.25,2388.02,8144.86,8.4174,0.03,394,2388,100.0,38.93,23.3767
18,61,0.0009,-0.0003,100.0,518.67,642.32,1590.7,1401.17,14.62,21.61,554.69,2387.97,9067.21,1.3,47.35,522.07,2388.0,8144.2,8.406,0.03,391,2388,100.0,38.9,23.3048
18,62,-0.0025,0.0004,100.0,518.67,642.18,1582.34,1402.79,14.62,21.61,553.83,2388.04,9065.3,1.3,47.24,522.18,2388.0,8145.05,8.394,0.03,392,2388,100.0,38.81,23.3274
18,63,0.0002,-0.0003,100.0,518.67,642.41,1587.04,1397.66,14.62,21.61,553.94,2388.03,9065.27,1.3,47.38,521.77,2388.08,8143.56,8.457,0.03,393,2388,100.0,38.88,23.3579
18,64,-0.0006,0.0003,100.0,518.67,642.57,1587.16,1401.24,14.62,21.6,553.99,2388.07,9067.9,1.3,47.31,522.14,2388.05,8149.27,8.4102,0.03,392,2388,100.0,39.0,23.3172
18,65,0.0,0.0002,100.0,518.67,642.27,1588.65,1397.07,14.62,21.61,553.87,2388.02,9064.08,1.3,47.46,522.2,2388.03,8146.77,8.4499,0.03,393,2388,100.0,38.95,23.2909
18,66,0.0,-0.0002,100.0,518.67,642.38,1591.57,1400.41,14.62,21.61,554.55,2388.04,9060.96,1.3,47.3,522.58,2388.03,8147.17,8.4362,0.03,391,2388,100.0,39.09,23.4137
18,67,-0.001,-0.0004,100.0,518.67,642.55,1586.89,1392.12,14.62,21.61,554.59,2388.04,9063.69,1.3,47.29,522.89,2388.02,8148.24,8.3717,0.03,390,2388,100.0,38.89,23.3446
18,68,0.002,-0.0003,100.0,518.67,642.35,1586.01,1392.93,14.62,21.61,554.02,2388.05,9071.1,1.3,47.41,522.28,2388.02,8144.8,8.4248,0.03,392,2388,100.0,39.06,23.3743
18,69,0.0017,0.0002,100.0,518.67,642.56,1588.5,1396.95,14.62,21.61,553.94,2387.99,9057.44,1.3,47.25,521.89,2388.04,8142.23,8.3992,0.03,391,2388,100.0,39.01,23.3145
18,70,0.0016,-0.0003,100.0,518.67,641.74,1588.9,1398.6,14.62,21.61,553.95,2388.05,9062.33,1.3,47.15,521.61,2388.04,8143.08,8.3778,0.03,392,2388,100.0,38.9,23.4115
18,71,0.0001,-0.0002,100.0,518.67,642.14,1585.45,1403.62,14.62,21.61,553.0,2388.05,9065.38,1.3,47.17,521.83,2388.02,8137.26,8.4202,0.03,392,2388,100.0,39.13,23.4049
18,72,-0.0031,0.0004,100.0,518.67,641.95,1586.63,1395.22,14.62,21.61,554.53,2388.02,9064.54,1.3,47.44,522.37,2387.99,8150.71,8.3889,0.03,391,2388,100.0,39.1,23.4094
18,73,0.0037,0.0002,100.0,518.67,642.87,1592.82,1409.57,14.62,21.61,554.82,2388.12,9062.67,1.3,47.22,521.76,2388.0,8140.73,8.3918,0.03,392,2388,100.0,39.07,23.4153
18,74,-0.0009,0.0003,100.0,518.67,642.83,1587.15,1400.56,14.62,21.61,554.14,2388.03,9062.2,1.3,47.17,521.99,2388.03,8142.5,8.4322,0.03,392,2388,100.0,39.0,23.3623
18,75,0.0008,0.0001,100.0,518.67,642.13,1589.71,1404.05,14.62,21.61,554.34,2388.03,9064.96,1.3,47.34,522.14,2388.04,8147.47,8.4127,0.03,392,2388,100.0,39.12,23.3711
18,76,-0.0002,0.0002,100.0,518.67,642.68,1587.89,1403.56,14.62,21.6,554.32,2388.04,9065.4,1.3,47.34,521.71,2388.07,8146.03,8.4131,0.03,393,2388,100.0,39.16,23.3387
18,77,-0.0017,0.0003,100.0,518.67,642.19,1585.78,1399.2,14.62,21.61,554.0,2388.02,9062.16,1.3,47.4,521.84,2387.95,8142.51,8.4101,0.03,391,2388,100.0,39.0,23.3666
18,78,0.0017,0.0001,100.0,518.67,641.98,1580.58,1402.98,14.62,21.61,554.11,2388.05,9066.44,1.3,47.2,521.95,2388.0,8143.04,8.4096,0.03,391,2388,100.0,38.94,23.2599
18,79,0.0002,-0.0003,100.0,518.67,643.01,1586.75,1398.62,14.62,21.61,554.44,2388.07,9062.44,1.3,47.33,521.87,2388.08,8141.3,8.4379,0.03,393,2388,100.0,38.89,23.4503
18,80,-0.0016,0.0001,100.0,518.67,642.65,1588.98,1404.79,14.62,21.61,552.82,2388.01,9059.12,1.3,47.44,522.63,2388.06,8143.4,8.4146,0.03,392,2388,100.0,38.9,23.4225
18,81,0.0006,-0.0003,100.0,518.67,642.6,1586.63,1406.81,14.62,21.61,553.97,2388.03,9064.41,1.3,47.44,521.99,2388.08,8142.35,8.404,0.03,393,2388,100.0,39.03,23.3265
18,82,0.0041,0.0003,100.0,518.67,642.42,1593.99,1405.67,14.62,21.61,554.51,2388.01,9062.27,1.3,47.39,521.47,2388.06,8138.1,8.4156,0.03,391,2388,100.0,38.99,23.3616
18,83,-0.0012,0.0005,100.0,518.67,642.51,1593.37,1402.25,14.62,21.61,554.08,2388.01,9059.28,1.3,47.5,521.53,2388.06,8148.28,8.4347,0.03,393,2388,100.0,38.82,23.2175
18,84,-0.0009,0.0001,100.0,518.67,642.48,1595.65,1409.31,14.62,21.61,553.76,2388.07,9068.41,1.3,47.12,521.83,2388.04,8141.12,8.4183,0.03,392,2388,100.0,38.94,23.3371
18,85,-0.002,-0.0004,100.0,518.67,642.15,1588.41,1405.12,14.62,21.61,553.91,2388.02,9058.97,1.3,47.22,521.4,2388.09,8144.46,8.4261,0.03,392,2388,100.0,39.03,23.3518
18,86,0.0027,0.0,100.0,518.67,642.45,1587.53,1403.32,14.62,21.61,553.64,2388.08,9068.05,1.3,47.42,522.05,2388.01,8146.95,8.4145,0.03,393,2388,100.0,38.86,23.2646
18,87,0.0007,0.0003,100.0,518.67,642.21,1586.75,1402.64,14.62,21.61,554.2,2388.07,9062.25,1.3,47.42,521.58,2388.03,8140.62,8.4132,0.03,392,2388,100.0,38.79,23.4217
18,88,-0.0029,0.0002,100.0,518.67,642.57,1586.57,1407.56,14.62,21.61,554.5,2388.01,9066.01,1.3,47.52,521.52,2388.07,8136.82,8.4619,0.03,394,2388,100.0,38.89,23.4066
18,89,-0.0003,0.0005,100.0,518.67,642.62,1578.56,1405.39,14.62,21.61,554.34,2388.06,9060.78,1.3,47.44,521.94,2388.08,8140.05,8.4203,0.03,392,2388,100.0,38.86,23.4689
18,90,-0.002,-0.0002,100.0,518.67,642.3,1579.82,1404.78,14.62,21.61,554.02,2388.09,9061.36,1.3,47.39,522.22,2388.02,8149.03,8.4295,0.03,391,2388,100.0,38.81,23.3095
18,91,0.0002,0.0004,100.0,518.67,643.07,1580.09,1404.93,14.62,21.61,553.28,2388.09,9057.49,1.3,47.46,521.76,2388.11,8145.03,8.4387,0.03,393,2388,100.0,39.03,23.2922
18,92,-0.0015,-0.0005,100.0,518.67,642.6,1584.71,1404.42,14.62,21.61,554.97,2388.03,9063.34,1.3,47.17,522.15,2387.99,8141.64,8.447,0.03,391,2388,100.0,38.76,23.3908
18,93,-0.001,-0.0002,100.0,518.67,642.51,1576.87,1407.83,14.62,21.61,554.38,2388.04,9062.46,1.3,47.47,521.35,2388.14,8136.83,8.433,0.03,392,2388,100.0,38.92,23.2679
18,94,-0.0009,-0.0003,100.0,518.67,642.79,1586.17,1412.24,14.62,21.61,553.74,2388.01,9058.65,1.3,47.54,521.81,2388.09,8145.67,8.3938,0.03,393,2388,100.0,38.94,23.3562
18,95,-0.0023,0.0002,100.0,518.67,642.64,1586.43,1397.21,14.62,21.61,553.81,2388.1,9060.19,1.3,47.47,521.88,2388.05,8144.78,8.4414,0.03,393,2388,100.0,38.89,23.3677
18,96,-0.0026,0.0003,100.0,518.67,642.49,1590.17,1398.78,14.62,21.6,553.79,2388.03,9066.45,1.3,47.45,521.54,2388.07,8147.11,8.4234,0.03,391,2388,100.0,39.03,23.3224
18,97,0.0004,0.0004,100.0,518.67,642.77,1581.65,1401.72,14.62,21.61,554.0,2388.02,9066.45,1.3,47.32,521.71,2388.03,8146.3,8.4286,0.03,391,2388,100.0,38.96,23.3493
18,98,-0.0006,0.0005,100.0,518.67,642.35,1586.76,1406.6,14.62,21.61,553.37,2388.06,9055.56,1.3,47.42,521.55,2388.09,8136.44,8.4151,0.03,393,2388,100.0,38.92,23.3065
18,99,0.0049,0.0005,100.0,518.67,643.01,1591.9,1401.47,14.62,21.61,553.9,2388.08,9068.22,1.3,47.32,522.18,2388.04,8141.84,8.4517,0.03,392,2388,100.0,38.97,23.2064
18,100,0.001,-0.0001,100.0,518.67,642.82,1593.49,1399.01,14.62,21.61,553.61,2388.08,9057.78,1.3,47.29,521.59,2388.01,8141.41,8.4417,0.03,393,2388,100.0,38.98,23.3549
18,101,0.0011,-0.0001,100.0,518.67,643.01,1590.44,1403.06,14.62,21.61,553.48,2388.04,9059.87,1.3,47.29,521.79,2388.07,8140.71,8.3929,0.03,392,2388,100.0,38.88,23.1657
18,102,0.0024,0.0002,100.0,518.67,642.13,1590.04,1402.94,14.62,21.61,554.37,2388.06,9060.64,1.3,47.41,522.12,2388.03,8144.46,8.4277,0.03,393,2388,100.0,38.8,23.2808
18,103,0.0003,-0.0003,100.0,518.67,642.75,1585.02,1398.8,14.62,21.61,554.01,2388.12,9056.15,1.3,47.34,521.92,2388.06,8142.39,8.4752,0.03,394,2388,100.0,38.94,23.2628
18,104,-0.0032,-0.0004,100.0,518.67,642.8,1594.49,1404.15,14.62,21.61,554.09,2388.09,9058.68,1.3,47.54,522.02,2388.07,8140.47,8.4254,0.03,392,2388,100.0,38.78,23.3346
18,105,0.0005,0.0001,100.0,518.67,642.02,1594.88,1404.33,14.62,21.61,553.62,2388.07,9062.82,1.3,47.46,521.71,2388.09,8139.11,8.4185,0.03,392,2388,100.0,38.98,23.2922
18,106,-0.0028,0.0005,100.0,518.67,642.11,1587.71,1409.79,14.62,21.61,553.02,2388.06,9060.83,1.3,47.52,521.38,2388.11,8140.68,8.4315,0.03,392,2388,100.0,38.85,23.241
18,107,0.0031,0.0004,100.0,518.67,642.45,1582.35,1401.75,14.62,21.61,554.18,2388.03,9066.39,1.3,47.33,521.54,2388.07,8141.93,8.4382,0.03,392,2388,100.0,38.99,23.3452
18,108,0.0027,0.0003,100.0,518.67,643.2,1587.36,1405.28,14.62,21.61,553.53,2388.07,9059.58,1.3,47.47,522.15,2388.09,8139.28,8.4482,0.03,393,2388,100.0,38.94,23.3053
18,109,-0.002,-0.0,100.0,518.67,642.19,1591.08,1401.7,14.62,21.61,552.78,2388.1,9056.66,1.3,47.22,521.51,2388.11,8142.11,8.4136,0.03,392,2388,100.0,38.81,23.2894
18,110,-0.005,0.0005,100.0,518.67,642.48,1586.64,1410.04,14.62,21.61,552.79,2388.09,9064.14,1.3,47.36,521.96,2388.05,8134.9,8.4678,0.03,390,2388,100.0,38.69,23.3172
18,111,-0.0016,-0.0004,100.0,518.67,642.39,1585.89,1400.18,14.62,21.61,553.02,2388.06,9061.18,1.3,47.49,521.57,2388.09,8140.54,8.4576,0.03,392,2388,100.0,39.1,23.3757
18,112,-0.0002,0.0002,100.0,518.67,643.04,1594.17,1400.75,14.62,21.61,553.88,2388.16,9064.71,1.3,47.41,522.06,2388.05,8147.04,8.4408,0.03,394,2388,100.0,38.76,23.4164
18,113,0.0,-0.0002,100.0,518.67,642.46,1591.13,1413.71,14.62,21.61,553.03,2388.13,9059.37,1.3,47.76,521.82,2388.04,8138.06,8.4666,0.03,394,2388,100.0,38.89,23.2634
18,114,-0.0014,0.0002,100.0,518.67,642.12,1583.37,1408.75,14.62,21.61,553.85,2388.09,9057.81,1.3,47.6,521.76,2388.12,8139.4,8.4419,0.03,391,2388,100.0,38.77,23.3684
18,115,0.0008,0.0003,100.0,518.67,642.36,1589.49,1414.11,14.62,21.61,552.7,2388.06,9062.44,1.3,47.38,522.05,2388.11,8143.59,8.4188,0.03,393,2388,100.0,38.84,23.4139
18,116,0.0029,-0.0001,100.0,518.67,642.9,1589.09,1412.78,14.62,21.61,553.72,2388.08,9059.98,1.3,47.48,521.87,2388.09,8140.76,8.4246,0.03,392,2388,100.0,39.05,23.2788
18,117,-0.0018,-0.0003,100.0,518.67,642.49,1591.96,1410.29,14.62,21.61,553.43,2388.12,9062.13,1.3,47.48,521.19,2388.14,8130.84,8.4407,0.03,394,2388,100.0,38.97,23.2619
18,118,0.0028,-0.0,100.0,518.67,642.7,1585.38,1408.48,14.62,21.61,552.75,2388.13,9058.3,1.3,47.58,521.49,2388.13,8141.81,8.4341,0.03,394,2388,100.0,38.8,23.3139
18,119,-0.0021,0.0002,100.0,518.67,642.97,1591.34,1413.83,14.62,21.61,552.84,2388.1,9057.95,1.3,47.57,521.37,2388.13,8136.56,8.4568,0.03,394,2388,100.0,38.87,23.3851
18,120,-0.0014,-0.0001,100.0,518.67,642.54,1601.29,1404.2,14.62,21.61,552.69,2388.09,9049.3,1.3,47.57,521.74,2388.14,8133.99,8.436,0.03,393,2388,100.0,38.76,23.3275
18,121,-0.0019,0.0002,100.0,518.67,643.21,1599.28,1404.92,14.62,21.61,552.98,2388.12,9062.0,1.3,47.62,521.17,2388.12,8138.84,8.4279,0.03,393,2388,100.0,38.72,23.2914
18,122,-0.0028,-0.0003,100.0,518.67,642.45,1590.34,1410.51,14.62,21.61,553.18,2388.1,9056.15,1.3,47.5,521.18,2388.11,8135.31,8.4584,0.03,394,2388,100.0,38.63,23.2116
18,123,0.0019,0.0003,100.0,518.67,642.51,1591.03,1403.12,14.62,21.61,553.63,2388.16,9057.36,1.3,47.49,520.7,2388.12,8132.04,8.4419,0.03,391,2388,100.0,38.86,23.2831
18,124,-0.002,0.0004,100.0,518.67,642.45,1591.8,1410.04,14.62,21.61,553.33,2388.15,9050.9,1.3,47.66,520.67,2388.12,8131.94,8.4371,0.03,394,2388,100.0,38.83,23.1789
18,125,0.0009,-0.0004,100.0,518.67,642.78,1588.4,1411.3,14.62,21.61,553.27,2388.07,9054.47,1.3,47.71,521.21,2388.13,8134.66,8.4299,0.03,394,2388,100.0,38.6,23.332
18,126,0.0014,0.0002,100.0,518.67,642.41,1592.53,1411.92,14.62,21.61,552.43,2388.17,9050.08,1.3,47.68,520.43,2388.13,8138.05,8.4705,0.03,393,2388,100.0,38.59,23.2949
18,127,-0.0017,0.0002,100.0,518.67,642.45,1588.61,1410.61,14.62,21.61,553.77,2388.16,9052.56,1.3,47.56,520.74,2388.13,8133.54,8.5174,0.03,394,2388,100.0,38.73,23.2632
18,128,-0.0007,0.0005,100.0,518.67,642.88,1588.88,1416.63,14.62,21.61,553.18,2388.15,9051.72,1.3,47.62,521.42,2388.13,8138.4,8.4378,0.03,394,2388,100.0,38.51,23.244
